,CRN,**Notes,Course,Title,SH,Course Type,Instructor,Meeting Dates,Days,Time,Location,Categories,Seats,Limit,Enroll,*Campus,Subject,Prerequisites,Score
460,17379,3,CHE 112-15,General Chemistry Lab I,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,0800-0920,SULV 233,.ENV.GNS.GPS.SUS,14,24,10,M,chemistry,,3
461,17380,3,CHE 112-16,General Chemistry Lab I,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,0800-0920,SULV 233,.ENV.GNS.GPS.SUS,17,24,7,M,chemistry,,3
462,10053,3,CHE 114-01,General Chemistry II,3,LEC,Dennis A. Burnes,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,SULV 201,.GNS.GPS,0,120,120,M,chemistry,"['CHE111', 'CHE112']",3
463,10054,3,CHE 114-02,General Chemistry II,3,LEC,Dennis A. Burnes,08-JAN-2018 to 25-APR-2018,M W,1730-1845,SULV 101,.GNS.GPS,12,140,128,M,chemistry,"['CHE111', 'CHE112']",3
464,14293,3,CHE 114-03,General Chemistry II,3,LEC,Edwar S. Shamshoum,08-JAN-2018 to 25-APR-2018,T R,1730-1845,SULV 200,.GNS.GPS,9,96,87,M,chemistry,"['CHE111', 'CHE112']",3
465,10077,3,CHE 115-01,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1400-1520,SULV 355,.GNS.GPS,0,24,24,M,chemistry,"['CHE111', 'CHE112']",3
466,10078,3,CHE 115-02,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1400-1520,SULV 355,.GNS.GPS,0,24,24,M,chemistry,"['CHE111', 'CHE112']",3
467,10079,3,CHE 115-03,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,0930-1050,SULV 233,.GNS.GPS,1,24,23,M,chemistry,"['CHE111', 'CHE112']",3
468,10080,3,CHE 115-04,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,0930-1050,SULV 233,.GNS.GPS,0,24,24,M,chemistry,"['CHE111', 'CHE112']",3
469,10082,3,CHE 115-05,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1100-1150,SULV 233,.GNS.GPS,2,24,22,M,chemistry,"['CHE111', 'CHE112']",3
470,10083,3,CHE 115-06,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,M,1100-1150,SULV 233,.GNS.GPS,6,24,18,M,chemistry,"['CHE111', 'CHE112']",3
471,10084,3,CHE 115-07,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1530-1650,SULV 233,.GNS.GPS,1,24,23,M,chemistry,"['CHE111', 'CHE112']",3
472,10085,3,CHE 115-08,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1530-1650,SULV 233,.GNS.GPS,2,24,22,M,chemistry,"['CHE111', 'CHE112']",3
473,10086,3,CHE 115-09,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1900-2020,SULV 233,.GNS.GPS,4,24,20,M,chemistry,"['CHE111', 'CHE112']",3
474,10087,3,CHE 115-10,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,T,1900-2020,SULV 233,.GNS.GPS,2,24,22,M,chemistry,"['CHE111', 'CHE112']",3
475,10088,3,CHE 115-11,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,1400-1520,SULV 355,.GNS.GPS,3,24,21,M,chemistry,"['CHE111', 'CHE112']",3
476,12598,3,CHE 115-12,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,1400-1520,SULV 355,.GNS.GPS,4,24,20,M,chemistry,"['CHE111', 'CHE112']",3
477,13789,3,CHE 115-13,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,R,0930-1050,SULV 233,.GNS.GPS,2,24,22,M,chemistry,"['CHE111', 'CHE112']",3
478,13798,3,CHE 115-14,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,R,0930-1050,SULV 233,.GNS.GPS,7,24,17,M,chemistry,"['CHE111', 'CHE112']",3
479,14361,3,CHE 115-15,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,1100-1150,SULV 233,.GNS.GPS,11,24,13,M,chemistry,"['CHE111', 'CHE112']",3
480,14362,3,CHE 115-16,General Chemistry II Lab,1,LAB,Spencer A. Russell,08-JAN-2018 to 25-APR-2018,W,1100-1150,SULV 233,.GNS.GPS,15,24,9,M,chemistry,"['CHE111', 'CHE112']",3
481,10089,3,CHE 191-01,Introduction to Research,1,IND,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,none,20,24,4,M,chemistry,,0
482,15554,3,CHE 252-01,Chemistry / Human Environment,3,LEC,Robert B. Banks,08-JAN-2018 to 25-APR-2018,T R,1100-1215,SULV 217,.ENV.SUS,2,24,22,M,chemistry,,0
483,10090,"1,3,159",CHE 292-01,Sophomore Research,1,IND,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,none,12,15,3,M,chemistry,,0
484,16442,3,CHE 351-01,Organic Chemistry I,4,LEC,Pradyumna K. Pradhan,08-JAN-2018 to 25-APR-2018,M W F,0840-0950,EBER 284,.ENV,9,80,71,M,chemistry,,0
485,10091,3,CHE 352-01,Organic Chemistry II,3,LEC,Robert B. Banks,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,SULV 201,.ENV,41,120,79,M,chemistry,,0
486,10092,3,CHE 352-02,Organic Chemistry II,3,LEC,Sarmad S. Hindo,08-JAN-2018 to 25-APR-2018,T R,0800-0915,SULV 201,.ENV,1,120,119,M,chemistry,,0
487,13790,3,CHE 352-03,Organic Chemistry II,3,LEC,Daniel P. Christen,08-JAN-2018 to 25-APR-2018,M W,1730-1845,SULV 200,.ENV,75,96,21,M,chemistry,,0
488,10093,3,CHE 354-01,Organic Chmstry II Laboratory,1,LAB,Daniel P. Christen,08-JAN-2018 to 25-APR-2018,M,1300-1450,SULV 200,none,12,48,36,M,chemistry,,0
489,10094,3,CHE 354-02,Organic Chmstry II Laboratory,1,LAB,Pradyumna K. Pradhan,08-JAN-2018 to 25-APR-2018,M,1800-1950,SULV 217,none,15,24,9,M,chemistry,,0
490,10095,3,CHE 354-03,Organic Chmstry II Laboratory,1,LAB,Christopher Behme,08-JAN-2018 to 25-APR-2018,T,1300-1450,SULV 200,none,2,48,46,M,chemistry,,0
491,12597,3,CHE 354-04,Organic Chmstry II Laboratory,1,LAB,Christopher Behme,08-JAN-2018 to 25-APR-2018,T,1800-1950,SULV 355,none,7,24,17,M,chemistry,,0
492,13251,3,CHE 354-05,Organic Chmstry II Laboratory,1,LAB,Daniel P. Christen,08-JAN-2018 to 25-APR-2018,W,1300-1450,SULV 200,none,6,48,42,M,chemistry,,0
493,10096,"3,8",CHE 355-01,Intermed Organic Chem Lab,2,LAB,Daniel P. Christen,08-JAN-2018 to 25-APR-2018,R,1100-1150,SULV 200,none,19,48,29,M,chemistry,,0
494,10097,"3,8",CHE 355-02,Intermed Organic Chem Lab,2,LAB,Christopher Behme,08-JAN-2018 to 25-APR-2018,R,1100-1150,SULV 200,none,8,24,16,M,chemistry,,0
495,12116,"1,3,159",CHE 392-01,Junior Research,1,IND,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,none,12,15,3,M,chemistry,,0
496,10100,"3,10",CHE 401-01,Chemistry Seminar Intro,0,SEM,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,W F,1300-1450,SULV 201,none,7,24,17,M,chemistry,,0
497,10102,"3,9",CHE 402-01,Chemistry Seminar,1,SEM,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,M,1300-1350,SULV 435D,.SI,0,12,12,M,chemistry,,1
498,10101,"3,9",CHE 402-02,Chemistry Seminar,1,SEM,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,T,1100-1150,SULV 435D,.SI,1,12,11,M,chemistry,,1
499,10103,3,CHE 442-01,Advanced Inorganic Chemistry I,3,LEC,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,M W,0900-0950,SULV 217,none,3,16,13,M,chemistry,,0
500,10104,3,CHE 462-01,Physical Chemistry II,3,LEC,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,SULV 203,none,17,24,7,M,chemistry,,0
501,10109,3,CHE 464-01,Physical Chemistry II Lab,1,LAB,Dennis A. Burnes,08-JAN-2018 to 25-APR-2018,M,1300-1650,SULV 354,.WI,11,16,5,M,chemistry,,1
502,12117,"1,3,9,14,374",CHE 490-01,Internshp Chem and Biochem,3,INT,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
503,12118,"1,3,159",CHE 492-01,Senior Research,1,IND,Robert B. Banks,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
504,12119,"1,3,159",CHE 492-02,Senior Research,1,IND,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,,,,none,13,15,2,M,chemistry,,0
505,12120,"1,3,159",CHE 492-03,Senior Research,1,IND,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,,,,none,12,15,3,M,chemistry,,0
506,12121,"1,3,159",CHE 492-04,Senior Research,1,IND,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,,none,12,15,3,M,chemistry,,0
507,12122,"1,3,159",CHE 492-05,Senior Research,1,IND,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,,,,none,13,15,2,M,chemistry,,0
508,12123,"1,3,159",CHE 492-06,Senior Research,1,IND,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,,,,none,12,15,3,M,chemistry,,0
509,12124,"1,3,159",CHE 492-07,Senior Research,1,IND,Terence A. Nile,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
510,12125,"1,3,159",CHE 492-08,Senior Research,1,IND,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,,,,none,12,15,3,M,chemistry,,0
511,12126,"1,3,159",CHE 492-09,Senior Research,1,IND,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
512,12128,"1,3,159",CHE 492-10,Senior Research,1,IND,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
513,12129,"1,3,159",CHE 492-11,Senior Research,1,IND,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
514,12130,"1,3,159",CHE 492-12,Senior Research,1,IND,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
515,12131,"1,3,159",CHE 492-13,Senior Research,1,IND,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,,none,11,15,4,M,chemistry,,0
516,12132,"1,3,159",CHE 492-14,Senior Research,1,IND,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,none,8,15,7,M,chemistry,,0
517,13875,"1,3,159",CHE 492-15,Senior Research,1,IND,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
518,12133,"1,8,14,37,159",CHE 493-01,Honors Work,3,IND,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,.HSS,15,15,0,M,chemistry,,0
519,13242,"3,9",CHE 499-01,Senior Thesis,1,IND,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,chemistry,,0
520,10105,3,CHE 531-01,Instrumental Analysis,3,LEC,Qibin Zhang,08-JAN-2018 to 25-APR-2018,M W,1730-1845,SULV 355,none,23,44,21,M,chemistry,,0
521,10110,3,CHE 533-01,Instrumental Analysis Lab,1,LAB,Timothy D. Ballard,08-JAN-2018 to 25-APR-2018,T,1400-1750,SULV 349,.WI,13,20,7,M,chemistry,,1
522,15783,3,CHE 533-02,Instrumental Analysis Lab,1,LAB,Timothy D. Ballard,08-JAN-2018 to 25-APR-2018,R,1400-1750,SULV 349,.WI,16,20,4,M,chemistry,,1
523,10106,3,CHE 553-01,Advanced Organic Chemistry I,3,LEC,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,T R,1530-1645,SULV 217,none,8,15,7,M,chemistry,,0
524,10107,3,CHE 557-01,Biochemistry II,3,LEC,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,SULV 200,none,33,80,47,M,chemistry,,0
525,10149,3,CHE 558-01,Biochemistry Lab,1,LAB,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,T,1230-1620,SULV 349,.WI,3,10,7,M,chemistry,,1
526,10150,3,CHE 558-02,Biochemistry Lab,1,LAB,Pradyumna K. Pradhan,08-JAN-2018 to 25-APR-2018,W,1300-1650,SULV 349,.WI,1,10,9,M,chemistry,,1
527,10151,3,CHE 558-03,Biochemistry Lab,1,LAB,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,R,1230-1350,SULV 349,.WI,2,10,8,M,chemistry,,1
528,14555,3,CHE 558-04,Biochemistry Lab,1,LAB,Pradyumna K. Pradhan,08-JAN-2018 to 25-APR-2018,M,1300-1650,SULV 349,.WI,1,10,9,M,chemistry,,1
529,15810,1,CHE 570B-01,Special Topics:Biochemistry,1,LEC,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,SULV 340,none,15,20,5,M,chemistry,,0
530,17496,1,CHE 570B-02,Special Topics:Biochemistry,1,LEC,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,T R,1230-1345,SULV 217,none,6,6,0,M,chemistry,,0
531,17363,3,CHE 601-01,Graduate Seminar I,1,SEM,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,M,1300-1350,,none,23,24,1,M,chemistry,,0
532,10108,3,CHE 602-01,Graduate Seminar II,1,SEM,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,W F,1300-1450,SULV 201,none,6,16,10,M,chemistry,,0
533,13684,3,CHE 652-01,Synthetic Organic Chemistry,3,LEC,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,T R,1530-1645,SULV 217,none,6,9,3,M,chemistry,,0
534,16509,1,CHE 658-01,Nucleic Acid Biochemistry,3,LEC,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,T R,1230-1345,SULV 217,none,20,24,4,M,chemistry,,0
535,16515,3,CHE 659-01,Receptor Biochemistry,3,LEC,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,SULV 340,none,13,24,11,M,chemistry,,0
536,16516,3,CHE 661-01,Advanced Physical Chemistry I,3,LEC,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,M W,1730-1845,SULV 218,none,19,24,5,M,chemistry,,0
537,16517,"3,159",CHE 670B-01,Adv Special Topic Biochemistry,1,LEC,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,T R,0930-1045,SULV 435D,none,5,20,15,M,chemistry,,0
538,10160,"1,159",CHE 680-01,Research Probs Chem / Biochem,1,IND,Robert B. Banks,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
539,10161,"1,159",CHE 680-02,Research Probs Chem / Biochem,1,IND,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
540,10162,"1,159",CHE 680-03,Research Probs Chem / Biochem,1,IND,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,,,,none,12,15,3,M,chemistry,,0
541,10163,"1,159",CHE 680-04,Research Probs Chem / Biochem,1,IND,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
542,10164,"1,159",CHE 680-05,Research Probs Chem / Biochem,1,IND,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
543,10166,"1,159",CHE 680-06,Research Probs Chem / Biochem,1,IND,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
544,10168,"1,159",CHE 680-07,Research Probs Chem / Biochem,1,IND,Terence A. Nile,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
545,10169,"1,159",CHE 680-08,Research Probs Chem / Biochem,1,IND,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
546,10171,"1,159",CHE 680-09,Research Probs Chem / Biochem,1,IND,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,,none,13,15,2,M,chemistry,,0
547,10172,"1,159",CHE 680-10,Research Probs Chem / Biochem,1,IND,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
548,10173,"1,159",CHE 680-11,Research Probs Chem / Biochem,1,IND,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,,none,11,15,4,M,chemistry,,0
549,10178,"1,159",CHE 680-12,Research Probs Chem / Biochem,1,IND,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
550,10179,"1,159",CHE 680-13,Research Probs Chem / Biochem,1,IND,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,,none,13,15,2,M,chemistry,,0
551,10182,"1,159",CHE 680-14,Research Probs Chem / Biochem,1,IND,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
552,13876,"1,159",CHE 680-15,Research Probs Chem / Biochem,1,IND,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
553,10183,"1,159",CHE 699-01,Thesis,1,DTS,Robert B. Banks,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
554,10186,"1,159",CHE 699-02,Thesis,1,DTS,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,,,,none,13,15,2,M,chemistry,,0
555,10187,"1,159",CHE 699-03,Thesis,1,DTS,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
556,10188,"1,159",CHE 699-04,Thesis,1,DTS,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,,none,13,15,2,M,chemistry,,0
557,10189,"1,159",CHE 699-05,Thesis,1,DTS,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
558,10191,"1,159",CHE 699-06,Thesis,1,DTS,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
559,10192,"1,159",CHE 699-07,Thesis,1,DTS,Terence A. Nile,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
560,10193,"1,159",CHE 699-08,Thesis,1,DTS,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
561,10194,"1,159",CHE 699-09,Thesis,1,DTS,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
562,10195,"1,159",CHE 699-10,Thesis,1,DTS,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
563,10197,"1,159",CHE 699-11,Thesis,1,DTS,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,,none,12,15,3,M,chemistry,,0
564,10198,"1,159",CHE 699-12,Thesis,1,DTS,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
565,10199,"1,159",CHE 699-13,Thesis,1,DTS,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
566,10201,"1,159",CHE 699-14,Thesis,1,DTS,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
567,13877,"1,159",CHE 699-15,Thesis,1,DTS,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
568,10203,3,CHE 751-01,PhD Literature Seminar I,1,SEM,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,W F,1300-1450,SULV 201,none,9,12,3,M,chemistry,,0
569,10204,3,CHE 752-01,PhD Dissertation Seminar II,1,SEM,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,W F,1300-1450,SULV 201,none,9,12,3,M,chemistry,,0
570,10205,"1,159",CHE 780-01,Resrch Prob in Medicnl Biochem,1,IND,Robert B. Banks,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
571,10207,"1,159",CHE 780-02,Resrch Prob in Medicnl Biochem,1,IND,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
572,10208,"1,159",CHE 780-03,Resrch Prob in Medicnl Biochem,1,IND,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
573,10209,"1,159",CHE 780-04,Resrch Prob in Medicnl Biochem,1,IND,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
574,10210,"1,159",CHE 780-05,Resrch Prob in Medicnl Biochem,1,IND,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
575,10211,"1,159",CHE 780-06,Resrch Prob in Medicnl Biochem,1,IND,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
576,10212,"1,159",CHE 780-07,Resrch Prob in Medicnl Biochem,1,IND,Terence A. Nile,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
577,10213,"1,159",CHE 780-08,Resrch Prob in Medicnl Biochem,1,IND,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,,,,none,13,15,2,M,chemistry,,0
578,10214,"1,159",CHE 780-09,Resrch Prob in Medicnl Biochem,1,IND,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
579,10219,"1,159",CHE 780-10,Resrch Prob in Medicnl Biochem,1,IND,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,,none,13,15,2,M,chemistry,,0
580,10215,"1,159",CHE 780-11,Resrch Prob in Medicnl Biochem,1,IND,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
581,10216,"1,159",CHE 780-12,Resrch Prob in Medicnl Biochem,1,IND,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
582,10217,"1,159",CHE 780-13,Resrch Prob in Medicnl Biochem,1,IND,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
583,10218,"1,159",CHE 780-14,Resrch Prob in Medicnl Biochem,1,IND,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
584,13878,"1,159",CHE 780-15,Resrch Prob in Medicnl Biochem,1,IND,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
585,10220,"1,159",CHE 799-01,Dissrtatn Resrch in Med Bioche,1,DTS,Robert B. Banks,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
586,10272,"1,159",CHE 799-02,Dissrtatn Resrch in Med Bioche,1,DTS,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
587,10273,"1,159",CHE 799-03,Dissrtatn Resrch in Med Bioche,1,DTS,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
588,10274,"1,159",CHE 799-04,Dissrtatn Resrch in Med Bioche,1,DTS,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
589,10275,"1,159",CHE 799-05,Dissrtatn Resrch in Med Bioche,1,DTS,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
590,10276,"1,159",CHE 799-06,Dissrtatn Resrch in Med Bioche,1,DTS,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
591,10277,"1,159",CHE 799-07,Dissrtatn Resrch in Med Bioche,1,DTS,Terence A. Nile,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
592,10278,"1,159",CHE 799-08,Dissrtatn Resrch in Med Bioche,1,DTS,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
593,10279,"1,159",CHE 799-09,Dissrtatn Resrch in Med Bioche,1,DTS,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
594,10280,"1,159",CHE 799-10,Dissrtatn Resrch in Med Bioche,1,DTS,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
595,10281,"1,159",CHE 799-11,Dissrtatn Resrch in Med Bioche,1,DTS,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
596,10282,"1,159",CHE 799-12,Dissrtatn Resrch in Med Bioche,1,DTS,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
597,10283,"1,159",CHE 799-13,Dissrtatn Resrch in Med Bioche,1,DTS,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
598,10284,"1,159",CHE 799-14,Dissrtatn Resrch in Med Bioche,1,DTS,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
599,12615,"1,159",CHE 799-15,Dissrtatn Resrch in Med Bioche,1,DTS,Vincent C. Henrich,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,chemistry,,0
600,13879,"1,159",CHE 799-16,Dissrtatn Resrch in Med Bioche,1,DTS,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,,none,13,15,2,M,chemistry,,0
601,10285,159,CHE 801-01,Thesis Extension,1,DTS,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
602,10286,,CHE 802-01,Dissertation Extension,1,DTS,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
603,10287,159,CHE 803-01,Grad Resrch Proj Ext,1,IND,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,none,14,15,1,M,chemistry,,0
604,12134,,CCI 201-01,Intro to Greek Civilization,3,LEC,David B. Wharton,08-JAN-2018 to 25-APR-2018,M W,1400-1515,FERG 100,.GHP.GL.GPM,10,110,100,M,classical civilizations,,3
605,10428,,CCI 202-01,Intro to Roman Civilization,3,LEC,Derek S. Keyser,08-JAN-2018 to 25-APR-2018,M W,1530-1645,PETT 136,.GHP.GL.GPM,3,110,107,M,classical civilizations,,3
606,16877,,CCI 202-02,Intro to Roman Civilization,3,LEC,Robyn L. LeBlanc,08-JAN-2018 to 25-APR-2018,T R,0930-1045,BRYN 160,.GHP.GL.GPM,1,110,109,M,classical civilizations,,3
607,10429,,CCI 205-01,Mythology,3,LEC,Derek S. Keyser,08-JAN-2018 to 25-APR-2018,M W,1400-1515,LIBR 032,.GL.GLT,1,175,174,M,classical civilizations,,2
